OrthoRecord,Token,Normalized,Status,Comments
urn:cite:hmt:normalized.586,άψορρόν,ἄψορρόν,proposed,
urn:cite:hmt:normalized.1648,άψορρον,ἄψορρον,proposed,
urn:cite:hmt:normalized.2025,βαθος,βάθος,proposed,
urn:cite:hmt:normalized.1817,βαρβαρων,βαρβάρων,proposed,
urn:cite:hmt:normalized.461,βαρυτονου,βαρυτόνου,proposed,
urn:cite:hmt:normalized.1232,βασιλεα,βασιλέα,proposed,
urn:cite:hmt:normalized.1249,βασιλϊκότερος,βασιλϊκώτερος,proposed,
urn:cite:hmt:normalized.1108,βεβοληατο,βεβολήατο,proposed,
urn:cite:hmt:normalized.1024,βελεών,βελέων,proposed,
urn:cite:hmt:normalized.551,βελος,βέλος,proposed,
urn:cite:hmt:normalized.866,βελτιον,βέλτιον,proposed,
urn:cite:hmt:normalized.2055,βοηθειτε,βοηθεῖτε,proposed,
urn:cite:hmt:normalized.1882,βοηθοι,βοηθοὶ,proposed,
urn:cite:hmt:normalized.1660,βουσιν,βουσίν,proposed,
urn:cite:hmt:normalized.31,γαρ,γὰρ,proposed,
urn:cite:hmt:normalized.1724,γην,γῆν,proposed,
urn:cite:hmt:normalized.341,γεγαμηται,γεγάμηται,proposed,
urn:cite:hmt:normalized.1381,γεγραμμενου,γεγραμμένου,proposed,
urn:cite:hmt:normalized.1619,γενηται,γένηται,proposed,
urn:cite:hmt:normalized.1335,γενικῆ,γενικῇ,proposed,
urn:cite:hmt:normalized.1645,γενικην,γενικήν,proposed,
urn:cite:hmt:normalized.819,γενος,γένος,proposed,
urn:cite:hmt:normalized.1196,γενήση,γενήσῃ,proposed,
urn:cite:hmt:normalized.2215,γεραιος,γεραιὸς,proposed,
urn:cite:hmt:normalized.1210,γερον,γέρον,proposed,
urn:cite:hmt:normalized.867,γεροντων,γερόντων,proposed,
urn:cite:hmt:normalized.820,γερων,γερῶν,proposed,
urn:cite:hmt:normalized.332,γηπεδα,γήπεδα,proposed,
urn:cite:hmt:normalized.1049,γνησιος,γνήσιος,proposed,
urn:cite:hmt:normalized.1790,γοὖν,γοῦν,proposed,
urn:cite:hmt:normalized.1326,γραφαι,γραφαί,proposed,
urn:cite:hmt:normalized.868,γραφει,γράφει,proposed,
urn:cite:hmt:normalized.1280,γραφουσιν,γράφουσιν,proposed,
urn:cite:hmt:normalized.1517,γυναικειος,γυναικεῖος,proposed,
urn:cite:hmt:normalized.1261,γυζόν,ζυγόν,proposed,
urn:cite:hmt:normalized.1719,γυνη,γυνὴ,proposed,
urn:cite:hmt:normalized.2303,δ,δ',proposed,
urn:cite:hmt:normalized.951,δε,δὲ,proposed,
urn:cite:hmt:normalized.385,δε,δέ,proposed,
urn:cite:hmt:normalized.4,δια,διά,proposed,
urn:cite:hmt:normalized.1406,δᾶδα,δᾷδα,proposed,
urn:cite:hmt:normalized.1342,δαιτος,δαιτὸς,proposed,
urn:cite:hmt:normalized.1050,δασυντεον,δασυντέον,proposed,
urn:cite:hmt:normalized.1894,δεδεγμενος,δεδεγμένος,proposed,
urn:cite:hmt:normalized.901,δεδομενον,δεδομένον,proposed,
urn:cite:hmt:normalized.552,δεφησιν,δέφησιν,proposed,
urn:cite:hmt:normalized.2021,δει,δεῖ,proposed,
urn:cite:hmt:normalized.2023,δειλ',δεῖλ',proposed,
urn:cite:hmt:normalized.932,δεινος,δεῖνος,proposed,
urn:cite:hmt:normalized.1407,δερος,δέρος,proposed,
urn:cite:hmt:normalized.500,δευτερον,δεύτερον,proposed,
urn:cite:hmt:normalized.2022,δη,δὴ,proposed,
urn:cite:hmt:normalized.1456,δηιοι,δήιοι,proposed,
urn:cite:hmt:normalized.2050,δηλος,δῆλος,proposed,
urn:cite:hmt:normalized.33,δηλον,δῆλον,proposed,
urn:cite:hmt:normalized.1157,δηλονοτι,δηλονότι,proposed,
urn:cite:hmt:normalized.2143,δι,δι',proposed,
urn:cite:hmt:normalized.1884,διαιρεθῆ,διαιρεθῇ,proposed,
urn:cite:hmt:normalized.1842,διακεκομμενον,διακεκομμένον,proposed,
urn:cite:hmt:normalized.342,διακωνος,διάκονος,proposed,
urn:cite:hmt:normalized.1816,διαλεκτον,διάλεκτον,proposed,
urn:cite:hmt:normalized.1096,διαλόγον,διάλογον,proposed,
urn:cite:hmt:normalized.1646,διασταλτεον,διασταλτέον,proposed,
urn:cite:hmt:normalized.1550,διαστολαι,διαστολαὶ,proposed,
urn:cite:hmt:normalized.869,διαστολη,διαστολή,proposed,
urn:cite:hmt:normalized.633,διάφθορον,διαφθοράν,proposed,
urn:cite:hmt:normalized.902,διαφορα,διαφορά,proposed,
urn:cite:hmt:normalized.903,διαφορον,διάφορον,proposed,
urn:cite:hmt:normalized.904,διεβαλε,διέβαλε,proposed,
urn:cite:hmt:normalized.1679,δικαστηρια,δικαστήρια,proposed,
urn:cite:hmt:normalized.543,δίπλοος,διπλόος,proposed,
urn:cite:hmt:normalized.599,διφθογγον,δίφθογγον,proposed,
urn:cite:hmt:normalized.1036,διφρῳ,δίφρῳ,proposed,
urn:cite:hmt:normalized.76,διΐξομαι,διίξομαι,proposed,
urn:cite:hmt:normalized.1197,διογενεὺς,διογενεῦς,proposed,
urn:cite:hmt:normalized.632,διπλη,διπλῆ,proposed,
urn:cite:hmt:normalized.2157,διωξιν,δίωξιν,proposed,
urn:cite:hmt:normalized.1200,δοκιμασαι,δοκιμάσαι,proposed,
urn:cite:hmt:normalized.905,δορας,δοράς,proposed,
urn:cite:hmt:normalized.1344,δυϊκον,δυϊκὸν,proposed,
urn:cite:hmt:normalized.1262,δυϊκος,δυϊκός,proposed,
urn:cite:hmt:normalized.297,δωσεμέν,δωσέμεν,proposed,
urn:cite:hmt:normalized.322,ε,ἑ,proposed,
urn:cite:hmt:normalized.2155,εάγη,ἐάγῃ,proposed,
urn:cite:hmt:normalized.2045,ἐαν,ἐὰν,proposed,
urn:cite:hmt:normalized.1617,έαξε,ἔαξε,proposed,
urn:cite:hmt:normalized.1538,έασι,ἔασι,proposed,
urn:cite:hmt:normalized.1587,έασιν,ἔασιν,proposed,
urn:cite:hmt:normalized.169,έαται,ἕαται,proposed,
urn:cite:hmt:normalized.1570,εαυτοῦ,ἑαυτοῦ,proposed,
urn:cite:hmt:normalized.821,εαυτὸ,ἑαυτό,proposed,
urn:cite:hmt:normalized.501,εαυτὸν,ἑαυτὸν,proposed,
urn:cite:hmt:normalized.1592,εαυτῷ,ἑαυτῷ,proposed,
urn:cite:hmt:normalized.1900,έβαλ',ἔβαλ',proposed,
urn:cite:hmt:normalized.19,έβαλον,ἔβαλον,proposed,
urn:cite:hmt:normalized.2082,εβαρεῖτο,ἐβαρεῖτο,proposed,
urn:cite:hmt:normalized.433,εβιάσθη,ἐβιάσθη,proposed,
urn:cite:hmt:normalized.2235,έβλητ’,ἔβλητ’,proposed,
urn:cite:hmt:normalized.1408,εβοήθει,ἐβοήθει,proposed,
urn:cite:hmt:normalized.1434,ἐβουλευετο,ἐβουλεύετο,proposed,
urn:cite:hmt:normalized.1567,ἐγενεσθε,ἐγένεσθε,proposed,
urn:cite:hmt:normalized.1401,ἐγενετο,ἐγένετο,proposed,
urn:cite:hmt:normalized.429,ἐγγεγά̄σι,ἐγγεγάασι,proposed,
urn:cite:hmt:normalized.2042,εγγὺς,ἐγγὺς,proposed,
urn:cite:hmt:normalized.923,ἐγκειται,ἔγκειται,proposed,
urn:cite:hmt:normalized.323,εγκλισιν,ἔγκλισιν,proposed,
urn:cite:hmt:normalized.1347,ἐγκλητικῶς,ἐγκλιτικῶς,proposed,
urn:cite:hmt:normalized.1903,έγραφεν,ἔγραφεν,proposed,
urn:cite:hmt:normalized.2080,έγχει,ἔγχει,proposed,
urn:cite:hmt:normalized.1612,έγχος,ἔγχος,proposed,
urn:cite:hmt:normalized.1656,ἐγω,ἐγώ,proposed,
urn:cite:hmt:normalized.1466,εγω,ἐγώ,proposed,
urn:cite:hmt:normalized.1250,εγὼ,ἐγὼ,proposed,
urn:cite:hmt:normalized.822,εγώ,ἐγώ,proposed,
urn:cite:hmt:normalized.2290,έδακον,ἔδακον,proposed,
urn:cite:hmt:normalized.338,έδαφος,ἔδαφος,proposed,
urn:cite:hmt:normalized.1322,έδει,ἔδει,proposed,
urn:cite:hmt:normalized.1305,ἑδέξατο,ἐδέξατο,proposed,
urn:cite:hmt:normalized.1989,εδησεν,ἔδησεν,proposed,
urn:cite:hmt:normalized.906,εδίδου,ἐδίδου,proposed,
urn:cite:hmt:normalized.2117,εδίωκον,ἐδίωκον,proposed,
urn:cite:hmt:normalized.857,έδμεναι,ἔδμεναι,proposed,
urn:cite:hmt:normalized.1234,εδνα,ἕδνα,proposed,
urn:cite:hmt:normalized.1025,εδνοπάλιζεν,ἐδνοπάλιζεν,proposed,
urn:cite:hmt:normalized.1438,εδόκουν,ἐδόκουν,proposed,
urn:cite:hmt:normalized.736,έδονται,ἔδονται,proposed,
urn:cite:hmt:normalized.1703,εδριάασθαι,ἑδριάασθαι,proposed,
urn:cite:hmt:normalized.2212,έδωκαν,ἔδωκαν,proposed,
urn:cite:hmt:normalized.380,έδωκεν,ἔδωκεν,proposed,
urn:cite:hmt:normalized.96,έειπεν,ἔειπεν,proposed,
urn:cite:hmt:normalized.171,εείσω,ἐείσαο,proposed,
urn:cite:hmt:normalized.263,εείσω,ἐείσαο,proposed,
urn:cite:hmt:normalized.545,ἐἔργῃ,ἐέργῃ,proposed,
urn:cite:hmt:normalized.727,έζετο,ἕζετο,proposed,
urn:cite:hmt:normalized.1665,έην,ἔην,proposed,
urn:cite:hmt:normalized.377,ἑηνδανε,ἑήνδανε,proposed,
urn:cite:hmt:normalized.538,έθαπτον,ἔθαπτον,proposed,
urn:cite:hmt:normalized.117,εθέλεσκε,ἐθέλεσκε,proposed,
urn:cite:hmt:normalized.139,εθέλεσκες,ἐθέλεσκες,proposed,
urn:cite:hmt:normalized.502,εθέλῃσιν,ἐθέλῃσιν,proposed,
urn:cite:hmt:normalized.792,εθέλων,ἐθέλων,proposed,
urn:cite:hmt:normalized.1675,εθέλωσι,ἐθέλωσι,proposed,
urn:cite:hmt:normalized.1422,έθεν,ἕθεν,proposed,
urn:cite:hmt:normalized.1343,εθίμως,ἐθίμως,proposed,
urn:cite:hmt:normalized.934,εθνικου,ἐθνικοῦ,proposed,
urn:cite:hmt:normalized.2167,έθνος,ἔθνος,proposed,
urn:cite:hmt:normalized.1961,εθορύβουν,ἐθορύβουν,proposed,
urn:cite:hmt:normalized.1423,έθους,ἔθους,proposed,
urn:cite:hmt:normalized.1542,ει,εἰ,proposed,
urn:cite:hmt:normalized.1359,εί,εἴ,proposed,
urn:cite:hmt:normalized.1881,ειδος,εἶδος,proposed,
urn:cite:hmt:normalized.1519,εῖδος,εἶδος,proposed,
urn:cite:hmt:normalized.1935,είδους,εἴδους,proposed,
urn:cite:hmt:normalized.88,εἰδυίᾱς,ἰδυίας,proposed,
urn:cite:hmt:normalized.1997,είδωλον,εἴδωλον,proposed,
urn:cite:hmt:normalized.2168,εῖθαρ,εἶθαρ,proposed,
urn:cite:hmt:normalized.731,είκελος,εἴκελος,proposed,
urn:cite:hmt:normalized.1038,είκετε,εἴκετε,proposed,
urn:cite:hmt:normalized.2193,εικῇ,εἰκῇ,proposed,
urn:cite:hmt:normalized.1628,εῖλαρ,εἶλαρ,proposed,
urn:cite:hmt:normalized.1652,εῖλαρ,εἶλαρ,proposed,
urn:cite:hmt:normalized.1520,εῖλεν,εἷλεν,proposed,
urn:cite:hmt:normalized.109,είν,εἰν,proposed,
urn:cite:hmt:normalized.362,εῖναι,εἶναι,proposed,
urn:cite:hmt:normalized.406,εἰναι,εἶναι,proposed,
urn:cite:hmt:normalized.436,εῖξεν,εἶξεν,proposed,
urn:cite:hmt:normalized.1482,εῖπε,εἶπε,proposed,
urn:cite:hmt:normalized.1810,εἴπη,εἴπῃ,proposed,
urn:cite:hmt:normalized.2289,είπομεν,εἴπομεν,proposed,
urn:cite:hmt:normalized.2149,εῖργεν,εἶργεν,proposed,
urn:cite:hmt:normalized.987,εἰρηκεν,εἴρηκεν,proposed,
urn:cite:hmt:normalized.1252,εἰρημενον,εἰρημένον,proposed,
urn:cite:hmt:normalized.1251,εις,εἰς,proposed,
urn:cite:hmt:normalized.25,είσατο,εἴσατο,proposed,
urn:cite:hmt:normalized.1609,εΐσην,ἐΐσην,proposed,
urn:cite:hmt:normalized.558,εῖτα,εἶτα,proposed,
urn:cite:hmt:normalized.2216,εῖχ',εἶχ',proposed,
urn:cite:hmt:normalized.283,εῖχεν,εἶχεν,proposed,
urn:cite:hmt:normalized.770,εῖχεν,εἶχεν,proposed,
urn:cite:hmt:normalized.325,εῖχον,εἶχον,proposed,
urn:cite:hmt:normalized.1638,ειλοντο,εἵλοντο,proposed,
urn:cite:hmt:normalized.2228,εἰρηνῃ,εἰρήνῃ,proposed,
urn:cite:hmt:normalized.1480,ειρηνικῶς,εἰρηνικῶς,proposed,
urn:cite:hmt:normalized.1112,εἰωθασι,εἰώθασι,proposed,
urn:cite:hmt:normalized.2095,είως,εἵως,proposed,
urn:cite:hmt:normalized.1026,εκ,ἐκ,proposed,
urn:cite:hmt:normalized.1498,εκάη,ἐκάη,proposed,
urn:cite:hmt:normalized.1426,εκάλει,ἐκάλει,proposed,
urn:cite:hmt:normalized.759,ἑκαλουν,ἐκάλουν,proposed,
urn:cite:hmt:normalized.1985,έκαμεν,ἔκαμεν,proposed,
urn:cite:hmt:normalized.1367,ἑκαστας,ἑκάστας,proposed,
urn:cite:hmt:normalized.2005,εκάστην,ἑκάστην,proposed,
urn:cite:hmt:normalized.1192,ἑκαστην,ἑκάστην,proposed,
urn:cite:hmt:normalized.2251,εκατέρωθεν,ἑκατέρωθεν,proposed,
urn:cite:hmt:normalized.1360,εκαστον,ἕκαστον,proposed,
urn:cite:hmt:normalized.2268,εκατέροις,ἑκατέροις,proposed,
urn:cite:hmt:normalized.55,ἐκατέροις,ἑκατέροις,rejected,
urn:cite:hmt:normalized.615,ἐκατέροις,ἑκατέροις,rejected,
urn:cite:hmt:normalized.553,εκατέρου,ἑκατέρου,proposed,
urn:cite:hmt:normalized.1109,εκατέρου,ἑκατέρου,proposed,
urn:cite:hmt:normalized.1136,εκατέρου,ἑκατέρου,proposed,
urn:cite:hmt:normalized.1110,εκατέρων,ἑκατέρων,proposed,
urn:cite:hmt:normalized.1137,εκατέρων,ἑκατέρων,proposed,
urn:cite:hmt:normalized.412,ἐκατέρωθεν,ἑκατέρωθεν,proposed,
urn:cite:hmt:normalized.1361,εκάτην,ἑκάτην,proposed,
urn:cite:hmt:normalized.1464,ἐκδεχεται,ἐκδέχεται,proposed,
urn:cite:hmt:normalized.534,ἐκεινος,ἐκεῖνος,proposed,
urn:cite:hmt:normalized.1052,εκείνου,ἐκείνου,proposed,
urn:cite:hmt:normalized.503,εκείνου,ἐκείνου,proposed,
urn:cite:hmt:normalized.1053,εκεῖ,ἐκεῖ,proposed,
urn:cite:hmt:normalized.2015,εκεῖθεν,ἐκεῖθεν,proposed,
urn:cite:hmt:normalized.2159,εκεῖνα,ἐκεῖνα,proposed,
urn:cite:hmt:normalized.2198,εκεῖνο,ἐκεῖνο,proposed,
urn:cite:hmt:normalized.634,εκεῖνος,ἐκεῖνος,proposed,
urn:cite:hmt:normalized.1054,εκεῖσε,ἐκεῖσε,proposed,
urn:cite:hmt:normalized.1331,εκείνοις,ἐκείνοις,proposed,
urn:cite:hmt:normalized.2113,εκείνῳ,ἐκείνῳ,proposed,
urn:cite:hmt:normalized.1673,εκείνω,ἐκείνῳ,proposed,
urn:cite:hmt:normalized.172,εκείνων,ἐκείνων,proposed,
urn:cite:hmt:normalized.264,εκείνων,ἐκείνων,proposed,
urn:cite:hmt:normalized.1374,ἑκέκαστο,ἐκέκαστο,proposed,
urn:cite:hmt:normalized.2265,εκήρυσσον,ἐκήρυσσον,proposed,
urn:cite:hmt:normalized.56,ἐκθλιψιν,ἔκθλιψιν,proposed,
urn:cite:hmt:normalized.616,ἐκθλιψιν,ἔκθλιψιν,proposed,
urn:cite:hmt:normalized.415,ἕκθλιψιν,ἔκθλιψιν,proposed,
urn:cite:hmt:normalized.574,ἐκκαίδεκα,ἑκκαίδεκα,proposed,
urn:cite:hmt:normalized.1793,έκιον,ἔκιον,proposed,
urn:cite:hmt:normalized.1794,εκιον,ἔκιον,proposed,
urn:cite:hmt:normalized.554,εκκαιδεκάδωρα,ἑκκαιδεκάδωρα,proposed,
urn:cite:hmt:normalized.2088,εκονιοροῦντο,ἐκονιοροῦντο,proposed,
urn:cite:hmt:normalized.2032,εκπέμψαι,ἐκπέμψαι,proposed,
urn:cite:hmt:normalized.1089,ἐκπέση,ἐκπεσῇ,proposed,
urn:cite:hmt:normalized.1996,έκπλου,ἔκπλου,proposed,
urn:cite:hmt:normalized.148,εκπροθέει,ἐκπροθέει,proposed,
urn:cite:hmt:normalized.240,εκπροθέει,ἐκπροθέει,proposed,
urn:cite:hmt:normalized.851,έκταθεν,ἔκταθεν,proposed,
urn:cite:hmt:normalized.852,έκταν,ἔκταν,proposed,
urn:cite:hmt:normalized.721,ἐκτάτέον,ἐκτατέον,proposed,
urn:cite:hmt:normalized.1345,ἐκτεινομενου,ἐκτεινομένου,proposed,
urn:cite:hmt:normalized.823,εκτην,ἕκτην,proposed,
urn:cite:hmt:normalized.684,ἐκτομην,ἐκτομήν,proposed,
urn:cite:hmt:normalized.1211,εκτὸς,ἑκτὸς,proposed,
urn:cite:hmt:normalized.1328,έκτοθι,ἔκτοθι,proposed,
urn:cite:hmt:normalized.381,έκτοσθεν,ἔκτοσθεν,proposed,
urn:cite:hmt:normalized.434,εκὼν,ἑκὼν,proposed,
urn:cite:hmt:normalized.1418,ἐκὼν,ἑκὼν,proposed,
urn:cite:hmt:normalized.2103,ελάαν,ἐλάαν,proposed,
urn:cite:hmt:normalized.294,έλαβεν,ἔλαβεν,proposed,
urn:cite:hmt:normalized.781,έλαβεν,ἔλαβεν,proposed,
urn:cite:hmt:normalized.578,έλαθεν,ἔλαθεν,proposed,
urn:cite:hmt:normalized.806,ἐλασσεν,ἔλασσεν,proposed,
urn:cite:hmt:normalized.2253,ελατῆρ,ἐλατῆρ',proposed,
urn:cite:hmt:normalized.2266,ελατῆρα,ἐλατῆρα,proposed,
urn:cite:hmt:normalized.2051,έλαφον,ἔλαφον,proposed,
urn:cite:hmt:normalized.973,ἑλεεινὰ,ἐλεεινά,proposed,
urn:cite:hmt:normalized.105,ἑλεοῖσιν,ἐλεοῖσιν,proposed,
urn:cite:hmt:normalized.197,ἑλεοῖσιν,ἐλεοῖσιν,proposed,
urn:cite:hmt:normalized.1777,έλετ',ἕλετ',proposed,
urn:cite:hmt:normalized.57,ἐλεφαντος,ἐλέφαντος,proposed,
urn:cite:hmt:normalized.617,ἐλεφαντος,ἐλέφαντος,proposed,
urn:cite:hmt:normalized.1568,έλῃ,ἕλῃ,proposed,
urn:cite:hmt:normalized.145,ἔλικας,ἕλικας,proposed,
urn:cite:hmt:normalized.237,ἔλικας,ἕλικας,proposed,
urn:cite:hmt:normalized.1071,έλλος,ἐλλός,proposed,
urn:cite:hmt:normalized.1424,έλπει,ἔλπει,proposed,
urn:cite:hmt:normalized.1012,ελάσσονος,ἐλάσσονος,proposed,
urn:cite:hmt:normalized.1303,ελείων,ἑλείων,proposed,
urn:cite:hmt:normalized.935,ελλειπει,ἐλλείπει,proposed,
urn:cite:hmt:normalized.1447,ελλείπει,ἐλλείπει,proposed,
urn:cite:hmt:normalized.1427,ελπίζειν,ἐλπίζειν,proposed,
urn:cite:hmt:normalized.742,ελθέμεν,ἐλθέμεν,proposed,
urn:cite:hmt:normalized.1593,ελών,ἑλών,proposed,
urn:cite:hmt:normalized.1446,ελέσθαι,ἑλέσθαι,proposed,
urn:cite:hmt:normalized.2083,ελυπεῖτο,ἐλυπεῖτο,proposed,
urn:cite:hmt:normalized.1953,ὲμ',ἒμ',proposed,
urn:cite:hmt:normalized.2195,εμεῖο,ἐμεῖο,proposed,
urn:cite:hmt:normalized.651,έμελλε,ἔμελλε,proposed,
urn:cite:hmt:normalized.71,έμεναι,ἔμεναι,proposed,
urn:cite:hmt:normalized.1752,εμῇ,ἐμῇ,proposed,
urn:cite:hmt:normalized.871,εμῆς,ἐμῆς,proposed,
urn:cite:hmt:normalized.1198,εμην,ἐμήν,proposed,
urn:cite:hmt:normalized.1333,εμὴν,ἐμήν,proposed,
urn:cite:hmt:normalized.1980,εμμανῶς,ἐμμανῶς,proposed,
urn:cite:hmt:normalized.134,εμός,ἐμός,proposed,
urn:cite:hmt:normalized.226,εμός,ἐμός,proposed,
urn:cite:hmt:normalized.1281,εμοισιν,ἐμοῖσιν,proposed,
urn:cite:hmt:normalized.870,εμου,ἐμοῦ,proposed,
urn:cite:hmt:normalized.824,εμοῦ,ἐμοῦ,proposed,
urn:cite:hmt:normalized.1551,εμὸν,ἐμὸν,proposed,
urn:cite:hmt:normalized.1282,εμὸς,ἐμὸς,proposed,
urn:cite:hmt:normalized.1263,εμφαίνει,ἐμφαίνει,proposed,
urn:cite:hmt:normalized.1097,εν,ἐν,proposed,
urn:cite:hmt:normalized.1158,εν,ἔν,proposed,
urn:cite:hmt:normalized.1497,ένα,ἕνα,proposed,
urn:cite:hmt:normalized.2287,ένδιοι,ἔνδιοι,proposed,
urn:cite:hmt:normalized.1721,ἐνεργουμενου,ἐνεργουμένου,proposed,
urn:cite:hmt:normalized.2247,ενέχυρα,ἐνέχυρα,proposed,
urn:cite:hmt:normalized.555,ενι,ἐνί,proposed,
urn:cite:hmt:normalized.1428,ενὶ,ἐνὶ,proposed,
urn:cite:hmt:normalized.413,ἐναντιον,ἐναντιόν,proposed,
urn:cite:hmt:normalized.1436,ἐνεκλιναν,ἐνέκλιναν,proposed,
urn:cite:hmt:normalized.1949,ἐνεργεια,ἐνεργείᾳ,proposed,
urn:cite:hmt:normalized.1341,ἐνεργηται,ἐνεργῆται,proposed,
urn:cite:hmt:normalized.485,ἐνεργητικῳ,ἐνεργητικῷ,proposed,
urn:cite:hmt:normalized.699,ἐνεργουντας,ἐνεργοῦντας,proposed,
urn:cite:hmt:normalized.1947,ενεργοῦσι,ἐνεργοῦσι,proposed,
urn:cite:hmt:normalized.1797,ενθαδ,ἐνθάδ,proposed,
urn:cite:hmt:normalized.103,ἐνι,ἐνί,proposed,
urn:cite:hmt:normalized.162,ἐνι,ἐνί,proposed,
urn:cite:hmt:normalized.195,ἐνι,ἐνί,proposed,
urn:cite:hmt:normalized.254,ἐνι,ἐνί,proposed,
urn:cite:hmt:normalized.425,ἐνι,ἐνὶ,proposed,
urn:cite:hmt:normalized.5,ἐνι,ἐνὶ,proposed,
urn:cite:hmt:normalized.64,ἐνι,ἐνὶ,proposed,
urn:cite:hmt:normalized.735,ἐνι,ἐνὶ,proposed,
urn:cite:hmt:normalized.785,ἐνι,ἐνὶ,proposed,
urn:cite:hmt:normalized.813,ἐνι,ἐνὶ,proposed,
urn:cite:hmt:normalized.1616,ἐνιχριμφθεις,ἐνιχριμφθεὶς,proposed,
urn:cite:hmt:normalized.1380,ἐνθα,ἔνθα,proposed,
urn:cite:hmt:normalized.1586,ἐνθαδε,ἐνθάδε,proposed,
urn:cite:hmt:normalized.1552,εναλίων,ἐναλίων,proposed,
urn:cite:hmt:normalized.359,εναντίου,ἐναντίου,proposed,
urn:cite:hmt:normalized.698,εναντιότητα,ἐναντιότητα,proposed,
urn:cite:hmt:normalized.2287,ένδιοι,ἔνδιοι,proposed,
urn:cite:hmt:normalized.872,ενήλακται,ἐνήλλακται,proposed,
urn:cite:hmt:normalized.1693,ἐνθά,ἔνθά,proposed,
urn:cite:hmt:normalized.360,ενῖα,ἔνια,proposed,
urn:cite:hmt:normalized.983,ενικον,ἑνικόν,proposed,
urn:cite:hmt:normalized.1235,ενιοι,ἔνιοι,proposed,
urn:cite:hmt:normalized.908,ενόμιζον,ἐνόμιζον,proposed,
urn:cite:hmt:normalized.1055,ενοικοῦντας,ἐνοικοῦντας,proposed,
urn:cite:hmt:normalized.1185,ενος,ἑνός,proposed,
urn:cite:hmt:normalized.1409,ενόησεν,ἐνόησεν,proposed,
urn:cite:hmt:normalized.1375,ενίους,ἐνίους,proposed,
urn:cite:hmt:normalized.1264,ενάρων,ἐνάρων,proposed,
urn:cite:hmt:normalized.722,ἐντελες,ἐντελές,proposed,
urn:cite:hmt:normalized.1529,ένια,ἔνια,proposed,
urn:cite:hmt:normalized.1651,ένια,ἔνια,proposed,
urn:cite:hmt:normalized.1007,ἑνικον,ἑνικόν,proposed,
urn:cite:hmt:normalized.291,ἑνικως,ἑνικῶς,proposed,
urn:cite:hmt:normalized.1425,ένιοι,ἔνιοι,proposed,
urn:cite:hmt:normalized.1736,ενήλλαξε,ἐνήλλαξε,proposed,
urn:cite:hmt:normalized.2108,εντελεστεραν,ἐντελεστέραν,proposed,
urn:cite:hmt:normalized.2018,ἐντεχνως,ἐντέχνως,proposed,
urn:cite:hmt:normalized.1690,έντυχοι,ἐντύχοι,proposed,
urn:cite:hmt:normalized.100,έντυνον,ἔντυνον,proposed,
urn:cite:hmt:normalized.192,έντυνον,ἔντυνον,proposed,
urn:cite:hmt:normalized.2203,εξ,ἐξ,proposed,
urn:cite:hmt:normalized.2079,ὲξ,ἒξ,proposed,
urn:cite:hmt:normalized.1662,ἑξ,ἕξ,proposed,
urn:cite:hmt:normalized.924,ἐξεβαλε,ἐξέβαλε,proposed,
urn:cite:hmt:normalized.1925,έξειν,ἕξειν,proposed,
urn:cite:hmt:normalized.312,ὲξελθεῖν,ἐξελθεῖν,proposed,
urn:cite:hmt:normalized.723,ἐξελκὸμενοιο,ἐξελκομένοιο,proposed,
urn:cite:hmt:normalized.1579,ἐξεναριξε,ἐξενάριξε,proposed,
urn:cite:hmt:normalized.1193,έξεται,ἔξεται,proposed,
urn:cite:hmt:normalized.1228,ἑξετε,ἕξετε,proposed,
urn:cite:hmt:normalized.2085,εξηραίνετο,ἐξηραίνετο,proposed,
urn:cite:hmt:normalized.1008,ἑξης,ἑξῆς,proposed,
urn:cite:hmt:normalized.1101,ἑξης,ἑξῆς,proposed,
urn:cite:hmt:normalized.1212,εξακισχιλίων,ἑξακισχιλίων,proposed,
urn:cite:hmt:normalized.793,εξελαῦνειν,ἐξελαύνειν,proposed,
urn:cite:hmt:normalized.873,εξήκοντα,ἑξήκοντα,proposed,
urn:cite:hmt:normalized.2173,εξῆλθεν,ἐξῆλθεν,proposed,
urn:cite:hmt:normalized.1170,εξῆς,ἑξῆς,proposed,
urn:cite:hmt:normalized.505,εξῆς,ἑξῆς,proposed,
urn:cite:hmt:normalized.556,εξῆς,ἑξῆς,proposed,
urn:cite:hmt:normalized.343,εξην,ἐξῆν,proposed,
urn:cite:hmt:normalized.1594,εξηροῦντο,ἐξῃροῦντο,proposed,
urn:cite:hmt:normalized.958,εξης,ἑξῆς,proposed,
urn:cite:hmt:normalized.1213,εξοθεν,ἐξόθεν,proposed,
urn:cite:hmt:normalized.1984,εξοχάς,ἐξοχάς,proposed,
urn:cite:hmt:normalized.1697,έοι,ἔοι,proposed,
urn:cite:hmt:normalized.984,εοικως,ἐοικώς,proposed,
urn:cite:hmt:normalized.1596,εὸν,ἑόν,proposed,
urn:cite:hmt:normalized.2220,εοντα,ἐόντα,proposed,
urn:cite:hmt:normalized.1899,εόντε,ἐόντε,proposed,
urn:cite:hmt:normalized.1969,επ,ἐπ',proposed,
urn:cite:hmt:normalized.317,επι,ἐπὶ,proposed,
urn:cite:hmt:normalized.361,επι,ἐπὶ,proposed,
urn:cite:hmt:normalized.402,επι,ἐπὶ,proposed,
